,categories_en
263,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Sorbets"
264,"Canned foods,Seafood,Fishes,Canned fishes,Tunas,Albacore,Canned tunas,fr:Thons à la tomate,fr:Miettes-de-thon-blanc-a-la-tomate"
265,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Fresh plant-based foods,Vegetables based foods,Fresh vegetables,Beet"
266,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,ru:Хлеб украинский новый"
267,de:Buttermilcherzeugnis
268,"Plant-based foods and beverages,Plant-based foods,Canned foods,Pickles,Olive tree products,Plant-based pickles,Olives,Pitted olives,Black olives"
269,"Sweeteners,Food additives,Sugar substitutes,Sugars,Artificial sugar substitutes,Sucralose"
270,"Beverages,Alcoholic beverages,Artisan products,Beers,Artisanal spirits,Craft beers,French beers,Stout,fr:Bières bretonnes"
271,"Cough-lozenges,ru:Пастилки-от-кашля"
272,"Sugary snacks,Biscuits and cakes,Pastries,fr:Patisserie-orientale"
273,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Pickles,Plant-based pickles,es:Mazorquitas-de-maiz-encurtidas"
274,"Meats,Beef,Meat preparations,Beef preparations,Fresh meats,Ground meat preparations,Fresh meat preparations,Ground beef preparations,Fresh ground beef preparations,Fresh ground meat preparations,fr:Filet-americain"
275,"Salty snacks,Appetizers,Crackers,fr:Biscuits apéritifs soufflés"
276,"Fresh foods,Meats,Prepared meats,Hams,Pork,fr:Charcuteries cuites,Products with reduced salt,Prepared meats with less salt,White hams,White hams with less salt,fr:Meta-categorie"
277,Dark-soy-sauce
278,"Dairies,Yogurts,Fruit yogurts,Cherry yogurts,Sweetened yogurts,Whole milk yogurts"
279,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Spreads,Breakfasts,Fruits based foods,Plant-based spreads,Sweet spreads,Fruit preserves,Jams,Fruit jams,Berry jams"
280,"Frozen foods,Meals,Meals with meat,Microwave meals,Beef dishes,Frozen ready-made meals,Shepherd's pie"
281,"Frozen foods,fr:Glace-au-yaourt"
282,"Frozen foods,Meals,Microwave meals,Frozen ready-made meals,fr:Gnocchis-au-chevre"
283,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Fresh pasta,fr:Pâtes à base de Petit Épeautre,fr:Pâtes aux oeufs"
284,"Plant-based foods and beverages,Plant-based foods,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Fried foods,Fried plant-based foods,Potato crisps in sunflower oil,es:Chips-de-patatas-fritas-clasicas,es:Chips-de-patatas-fritas-onduladas,es:Chips-de-verduras-y-hortalizas-fritas,es:Patatas-fritas,es:Verduras-y-hortalizas-fritas"
285,"Sugary snacks,Biscuits and cakes,Biscuits,Cookies,Chocolade-koekjes,Chocoladebiscuits,Chocoladehazelnootkoekjes,Koekjes,Koekjes-en-cakes,Zoete-snacks"
286,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,fr:Pains croustillants"
287,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Meals,Pastas,Fresh pasta,fr:Gnocchis,fr:Gnocchis-a-poeler"
288,de:Oliven
289,"Dairies,Desserts,Non-dairy desserts,Yogurts,Non-dairy yogurts,Soy desserts,Soy milk yogurts,Fruit soy yogurts,Mixed fruit soy yogurts,Tropical fruits soy yogurts"
290,"Spreads,Breakfasts,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys,fr:Miels de fleurs,fr:Miels clairs"
291,"Sugary snacks,Biscuits and cakes,Pryaniki,Gingerbreads,Pfeffernusse"
292,"Meats,Poultries,Chickens,Fleisch"
293,"Canned foods,Seafood,Fishes,Canned fishes,Sardines,Canned sardines,Sardines in tomato sauce,Sardines without oil,fr:Filets-de-sardines-a-la-tomate"
294,"Seafood,Crustaceans,fr:Tourteaux"
295,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Desserts,Fruits based foods,Compotes,Apple compotes,fr:Compotes à boire,fr:Compotes-de-pomme-cerise"
296,fr:Concentre
297,"Canned foods,Seafood,Fishes,Canned fishes,Sardines,Canned sardines,Sardines in oil,Sardines in sunflower oil,fr:Sardines à l'huile et au piment"
298,"Crêpes and galettes,Crêpes,fr:Crepes-sucrees"
299,"Frozen foods,fr:Potage"
300,"Beverages,Alcoholic beverages,Wines,French wines,White wines,fr:Pouilly-sur-Loire Val de Loire"
301,"Plant-based foods and beverages,Beverages,Plant-based beverages,Carbonated drinks,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Non-Alcoholic beverages,fr:Boisson-gazeuse-au-jus-de-citron-bio"
302,"Meats,Prepared meats,Pork,Bacon,Products with reduced salt,Prepared meats with less salt,Sliced bacon,fr:Meta-categorie"
303,"Meals,Meals with meat,Breaded products,Poultry meals"
304,"Fresh foods,Dairies,Labeled products,Cheeses,Cooked pressed cheeses,Cow Cheeses,French cheeses,AOC Products,fr:Fromages labéllisés,AOC cheeses,fr:Comté"
305,"Frozen foods,Meals,Microwave meals,Frozen ready-made meals,fr:Plats-prepares-a-rechauffer-au-bain-marie,fr:Poissons-prepares,fr:Saumons-prepares,fr:Saumons-sauce-oseille"
306,"Frozen foods,fr:Plastique,fr:Sachet"
307,"Sugary snacks,Confectioneries,Candies,Bonbons,Chocolates,Chocolate truffles,White chocolates"
308,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Desserts,Fruits based foods,Compotes,Apple compotes,Blueberry applesauces,Raspberry applesauces"
309,"Sugary snacks,Desserts,Chocolates,Chocolate desserts,fr:Fondues-au-chocolat,fr:Preparations-pour-desserts"
310,"Dairies,Cheeses,French cheeses,fr:Maroilles"
311,"Dairies,Cheeses,Cheeses with walnuts"
312,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,ru:Хлеб-бородинский"
313,"Seafood,Fishes,Fish fillets,fr:Filets-de-lieu-noir"
314,"Meats,Meals,Poultries,Meals with meat,Breaded products,Poultry meals,Turkey dishes,Turkeys,fr:Dinde panée"
315,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Meals,Pastas,Stuffed Pastas,Ravioli,fr:Pates,fr:Ravioles"
316,"Fresh foods,Meals,Meals with meat,Poultry meals,Fresh meals,fr:Poule au pot"
317,"fr:Delisse,fr:Marque-repere"
318,"Beverages,Dairies,Dairy drinks,Flavoured milks,Sugared beverages,Ice-coffee"
319,"Fresh foods,Dairies,Cheeses,Pasteurized cheeses,Sheep Cheeses,fr:Fromages-bio,fr:Produits-grecs"
320,"Fresh foods,Meats,Meals,Microwave meals,Pork,Fresh meals,fr:Travers-de-porc,fr:Viandes-marinees"
321,"Plant-based foods and beverages,Plant-based foods,Groceries,Condiments,Spices,Peppers,Black peppers,Ground peppers"
322,"Beverages,Alcoholic beverages,Beers,Lagers,fr:Bieres-de-garde"
323,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Seeds,Breakfast cereals,Cereal grains,Puffed grains,Puffed cereals,Wheats,Khorasan wheats,Puffed Khorasan wheat,Puffed wheat"
324,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Canned foods,Fresh plant-based foods,Vegetables based foods,Canned plant-based foods,Fresh vegetables,Canned vegetables,Canned peppers,Sweet Peppers,Canned red peppers,Grilled peppers"
325,"Frozen foods,Meals,Meals with meat,Microwave meals,Beef dishes,Frozen ready-made meals,fr:Moussakas,fr:Plats-prepares-a-rechauffer-au-four-traditionnel"
326,"Fresh foods,Meats,Prepared meats,Sausages,German sausages,fr:Saucisses de Francfort"
327,"Dairies,Desserts,Dairy desserts,fr:Mousses-aux-marrons"
328,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Vegetables based foods,Canned plant-based foods,Pickles,Canned vegetables,Plant-based pickles,Vegetable-based foods and beverages,Vegetable pickles,Pickled cucumbers,Gherkins,Pickled gherkins,Vegetable-based foods,ru:Корнишоны-маринованные"
329,"Meats,Poultries,Capon,fr:Pintades"
330,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Desserts,Fruits based foods,Compotes,Apple compotes,Light compotes,fr:Compotes à boire,fr:Compotes pommes abricot"
331,"Plant-based foods and beverages,Plant-based foods,Groceries,Condiments,Culinary plants,Frozen foods,Aromatic plants,Frozen plant-based foods,Aromatic herbs,Frozen aromatic plants,Mint,Frozen mint"
332,"Seafood,Fishes,Frozen foods,Salmons,Frozen fishes,Salmons from farming,fr:Paves-de-saumon-bio"
333,"Frozen foods,Meals,Meals with meat,Sandwiches,Beef dishes,Frozen ready-made meals,Cheeseburger,Hamburgers"
334,"Sugary snacks,Biscuits and cakes,Biscuits,pt:Bolachas"
335,fr:Poulet-aux-raisins
336,"Sugary snacks,Biscuits and cakes,Pastries,fr:Macarons"
337,"Meats,Prepared meats,Sausages,fr:Saucisses cocktail,fr:Des-4-ans"
338,"fr:Boissons-instantanees,fr:Cafes-frappes"
339,"Seafood,Fishes,Cods,fr:Dos-de-cabillaud"
340,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Fresh plant-based foods,Vegetables based foods,Fresh vegetables,Frozen foods,Frozen plant-based foods,Frozen plant-based foods mixes,Potatoes,Frozen baked potatoes,fr:Pommes de terre catégorie 1,fr:Pommes-de-terre-charlene"
341,"Meats,Prepared meats,fr:Epaules-de-porc"
342,"Fresh foods,Meals,Meals with meat,Fresh meals,Specialty made with tripe"
343,"de:Saure,de:Zitronensaure"
344,"Fresh foods,Meals,Meals with meat,Beef dishes,Fresh meals,fr:Samossas"
345,"Groceries,Breakfasts,Sugary snacks,Biscuits and cakes,Biscuits"
346,"Frozen foods,Meals,Meals with meat,Frozen ready-made meals,Pork meals"
347,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Grapefruit juices,Squeezed juices,Non-sugared beverages,Squeezed grapefruit juices,Non-Alcoholic beverages"
348,"Sugary snacks,Chocolates,Easter chocolates,Milk chocolates,Chocolate eggs,Licensed products"
349,"Plant-based foods and beverages,Plant-based foods,Pickles,Salty snacks,Appetizers,Olive tree products,Plant-based pickles,Olives,Marinated olives"
350,"Plant-based foods and beverages,Beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Plant-based beverages,Milk substitute,Nuts and their products,Plant milks,Cereal milks,Nut milks,Almond milks,Mixed plant milks,Non-sugared beverages,Rice milks"
351,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Groceries,Condiments,Fresh plant-based foods,Vegetables based foods,Fresh vegetables,Sweet Peppers,Red bell peppers"
352,"Plant-based foods and beverages,Plant-based foods,Frozen foods,Meals,Sandwiches,Plant-based meals,Falafel,Frozen ready-made meals,Falafel sandwiches,fr:Wrap"
353,"Meals,Starters,fr:Antipasti,fr:Poulpe,fr:Salades-de-poulpes"
354,Soap
355,"Spreads,Salted spreads,Dairies,Cheeses,Cow Cheeses,Cream cheeses,Cheese spreads,fr:Fromage-ail-et-fines-herbes"
356,"Groceries,Condiments,Salts,Table salts,fr:Sels fins"
357,"Spreads,Breakfasts,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys,fr:Miels d'agrumes,fr:Miels crémeux,fr:Miels de citronnier"
358,"Sandwiches,Sandwiches filled with cold cuts,Bacon sandwiches,fr:Sandwich polaire"
359,"Fresh foods,Dairies,Desserts,Dairy desserts,Dessert creams,fr:Desserts lactés à la vanille,fr:Liegeois"
360,"Groceries,Canned foods,Sauces,Béarnaise sauce"
361,pt:Leite
362,"Seafood,Fishes,fr:Merlu-blanc"
363,"Seafood,Fishes,Tunas,Albacore,Tuna in brine,fr:Thons blancs au naturel"
364,"Sugary snacks,Desserts,Chocolates,Milk chocolates,fr:Chocolat-au-lait-bio"
365,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Seeds,Cereal grains,Millet,Proso millet,ru:Пшено-шлифованное-первого-сорта"
366,"Meals,Pizzas pies and quiches,Pizzas,Four Cheese Pizza,Oval pizzas"
367,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Zwieback,ru:Изделия-хлебобулочные-сухарные,ru:Сухари-ванильные"
368,"Spreads,Breakfasts,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys,fr:Miels liquides,fr:Miels-de-thym,fr:Miels-espagnols"
369,"Dairies,Cheeses,Cheeses from Switzerland"
370,"Dairies,Cheeses,Blue-veined cheeses,Pasteurized cheeses,Sliced cheeses"
371,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Cereals and potatoes,Cereals and their products,Meals,Pastas,Stuffed Pastas,Fresh meals,Ravioli,Cheese ravioli,Fresh pasta,fr:Pâtes aux oeufs,fr:Raviolis frais"
372,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Seeds,Cereal grains,Wheats,Common wheats"
373,"Plant-based foods and beverages,Plant-based foods,Meals,Plant-based meals,Refrigerated foods,Refrigerated meals,es:Ensaladas-de-quinoa,es:Ensaladas-mixtas"
374,"Fresh foods,Meals,Fresh meals,fr:Gnocchi"
375,"Plant-based foods and beverages,Plant-based foods,Frozen foods,Frozen plant-based foods,Meals,Plant-based meals,es:Setas-con-ajo-y-perejil,es:Setas-con-ajo-y-perejil-congeladas"
376,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Pickles,Olive tree products,Plant-based pickles,Olives,Green olives,Pitted olives,Green pitted olives,Marinated olives,Pitted marinated green olives"
377,pt:Leite-com-chocolate
378,"Groceries,Condiments,Salts"
379,"Sugary snacks,Confectioneries,fr:Reglisses"
380,"Dairies,Creams,Sour creams,Smetana,ru:Сметана-30"
381,"Fresh foods,Dairies,Cheeses,Cream cheeses,Pasteurized cheeses,fr:Faisselles"
382,"fr:Panadillas,fr:Tacos"
383,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Sugary snacks,Fruits based foods,Dried products,Fruits,Dried plant-based foods,Berries,Dried fruits,Cranberries"
384,"Sugary snacks,Biscuits and cakes,Biscuits,Crêpes and galettes,Crêpes,fr:Biscuits secs"
385,"Meals,Gratins,Meals with meat,Microwave meals,Vegetable gratins,fr:Gratins de pomme de terre,Pork meals,fr:Tartiflettes"
386,"Beverages,Hot beverages,Coffees,Ground coffees,Non-sugared beverages,Torrefacto coffees"
387,"Dairies,Salty snacks,Appetizers,Cheeses,Pasteurized cheeses,Industrial cheese"
388,"Baby foods,From 12 months old"
389,"Beverages,Alcoholic beverages,Beers,Amber beers,Flavored beers,French beers"
390,fr:Mozzarella-rapee
391,"Canned foods,Seafood,Fishes,Canned fishes,Meals,Meals with fish,Tunas,Canned meals,Canned tunas"
392,"Dairies,Creams,Sour creams,fr:Crèmes fraîches légères,fr:Cremes-fraiches-legeres-semi-epaisses"
393,fr:Huile-bio
394,"Meals,Meals with meat,Microwave meals,Poultry meals,fr:Céréales préparées,Meals with chicken"
395,"Canned foods,Seafood,Fishes,Canned fishes,Salmons,Canned salmons,Salmons from farming,fr:Poissons-d-elevage,fr:Saumons-au-naturel"
396,"Canned foods,Seafood,Fishes,Canned fishes,Tunas,Tropical tunas,Canned tunas,Yellowfin tunas,fr:Thons albacore au naturel"
397,"Dairies,Cheeses,Pasteurized cheeses,Goat cheese,fr:Chabichous"
398,"Beverages,Alcoholic beverages,Beers,Pivo"
399,"Dairies,Cheeses,Cow Cheeses,French cheeses,Soft cheeses with bloomy rind,Camemberts,Unpasteurised cheeses,Camemberts-au-lait-cru"
400,"Pies,Sweet pies,fr:Tartes-aux-noix"
401,"Microwave-popcorn,Salted-microwave-popcorn"
402,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Fresh pasta,fr:Pâtes aux oeufs,fr:Pates-fraiches-aux-oeufs"
403,"Salty snacks,Appetizers,fr:Croquets-de-provence"
404,"Salty snacks,Appetizers,fr:Snack"
405,"Beverages,Alcoholic beverages,Beers,Corsican beers,French beers"
406,"Sugary snacks,Confectioneries,French confectioneries,Caramels,fr:Confiseries du Nord-Pas-de-Calais"
407,"Meats,Prepared meats,fr:Charcuteries cuites,fr:Pates"
408,"Fresh foods,Meats,Meals,Poultries,Fresh meals,Turkeys,Turkey cutlets,fr:Escalopes-milanaises"
409,"Beverages,Alcoholic beverages,Beers,Lagers,fr:Biere-abbaye"
410,"Fresh foods,Meals,Microwave meals,Fresh meals,fr:Polenta"
411,fr:Tubercule-de-moutarde-marinee
412,"Meals,Meals with meat,Microwave meals,Poultry meals,fr:Coq au vin"
413,"Fresh foods,Meals,Breaded products,Fresh meals,fr:Cordons bleus,fr:Cordons bleus de dinde,fr:Panes"
414,"Canned foods,Meals,Microwave meals"
415,"Pet food,Cat food"
416,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Spreads,Breakfasts,Fruits based foods,Plant-based spreads,Sweet spreads,Fruit preserves,Jams,Fruit jams,Tropical fruit jams,Mango jams"
417,"Meats,Meals,Meals with meat,Zebra"
418,"Sugary snacks,Chocolates,Dark chocolates,fr:Chocolats-noirs-aux-oranges"
419,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream bars,Chocolate ice cream bars,fr:Glaces-a-la-framboise"
420,"Meats,Prepared meats,Poultries,Turkeys"
421,Prunes
422,"Terrine,Boar terrine,fr:Terrines de canard,fr:Terrines de volailles,fr:Pates"
423,"Sugary snacks,Chocolates,Dark chocolates,fr:Chocolats-noirs-au-piment"
424,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Sugary snacks,Confectioneries,Fruits based foods,Candies,Bonbons,Chocolates,Chocolate covered fruits,Chocolate covered cherries,Liquor filled chocolate covered cherries,fr:Chocolats à la liqueur"
425,"Plant-based foods and beverages,Plant-based foods,Sugary snacks,Confectioneries,Nuts and their products,Nuts,Almonds"
426,"Dairies,Yogurts,es:Yogurt-con-manzana"
427,"Sugary snacks,Biscuits and cakes,Desserts,Cakes,Cheesecakes,Vanilla cheesecakes"
428,ru:Квашеная-капуста-с-морковью
429,Sweetcorn-and-peas
430,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Seeds,Cereal grains,Rices,Aromatic rices"
431,"Fresh foods,Meals,Microwave meals,Pies,Pizzas pies and quiches,Fresh meals,Salted pies"
432,"Meals,Pizzas pies and quiches,Pizzas,Pizzas-et-tartes-surgelees,Pizzas-surgelees,Pizzas-tartes-salees-et-quiches,Plats-prepares,Plats-prepares-surgeles,Surgeles"
